,year,country,mean_hi,count_hi,mean_strg,count_strg,pol_count,co2_tot,co2_per_cap,co2_cum,co2_share
173,1751,Turkmenistan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
174,1751,Tuvalu,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
175,1751,Uganda,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
176,1751,Ukraine,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
177,1751,United Arab Emirates,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
178,1751,United Kingdom,0.0,0,0.0,0,0,9360.0,0.0,9360000.0,100.0
179,1751,United States,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
180,1751,Uruguay,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
181,1751,Uzbekistan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
182,1751,Vanuatu,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
183,1751,Venezuela,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
184,1751,Vietnam,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
185,1751,Yemen,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
186,1751,Zambia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
187,1751,Zimbabwe,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
188,1752,Afghanistan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
189,1752,Albania,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
190,1752,Algeria,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
191,1752,Angola,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
192,1752,Antigua and Barbuda,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
193,1752,Argentina,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
194,1752,Armenia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
195,1752,Australia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
196,1752,Austria,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
197,1752,Azerbaijan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
198,1752,Bahamas,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
199,1752,Bahrain,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
200,1752,Bangladesh,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
201,1752,Barbados,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
202,1752,Belarus,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
203,1752,Belgium,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
204,1752,Belize,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
205,1752,Benin,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
206,1752,Bhutan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
207,1752,Bolivia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
208,1752,Bosnia and Herzegovina,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
209,1752,Botswana,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
210,1752,Brazil,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
211,1752,Brunei,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
212,1752,Bulgaria,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
213,1752,Burkina Faso,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
214,1752,Burundi,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
215,1752,Cambodia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
216,1752,Cameroon,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
217,1752,Canada,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
218,1752,Cape Verde,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
219,1752,Central African Republic,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
220,1752,Chad,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
221,1752,Chile,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
222,1752,China,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
223,1752,Colombia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
224,1752,"Congo, Dem. Rep.",0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
225,1752,Costa Rica,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
226,1752,Cote d'Ivoire,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
227,1752,Croatia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
228,1752,Cuba,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
229,1752,Cyprus,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
230,1752,Czech Republic,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
231,1752,Denmark,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
232,1752,Djibouti,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
233,1752,Dominica,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
234,1752,Dominican Republic,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
235,1752,Ecuador,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
